site_name,long_name,lon,coord_datum,alt,alt_datum,site_type,dvqcoefs.c,COMID,VPU,Source,ndays,nyears,Azimuth,tree_height,Width,PAR_sum,Stream_PAR_sum,ann_GPP_C,ann_ER_C,Wtemp_mean,Wtemp_cv,Wtemp_skew,Wtemp_kurt,Wtemp_amp,Wtemp_phase,Wtemp_ar1,Disch_mean,Disch_cv,Disch_skew,Disch_kurt,Disch_amp,Disch_phase,Disch_ar1,PAR_mean,PAR_cv,PAR_skew,PAR_kurt,PAR_amp,PAR_phase,PAR_ar1,LAI_mean,LAI_cv,LAI_skew,LAI_kurt,LAI_amp,LAI_phase,LAI_ar1,MOD_ann_NPP,lat,dvqcoefs.f,dvqcoefs.a,dvqcoefs.b,dvqcoefs.k,dvqcoefs.m,struct.canal_flag,struct.dam_flag,struct.npdes_flag,slope_calc,HYRIV_ID,HydroATLAS_near_dist_m,HydroATLAS_dis_m3_pyr,HydroATLAS_run_mm_cyr,HydroATLAS_ria_ha_csu,HydroATLAS_ele_mt_cav,HydroATLAS_ele_mt_cmn,HydroATLAS_ele_mt_cmx,HydroATLAS_slp_dg_cav,HydroATLAS_slp_dg_uav,HydroATLAS_sgr_dk_rav,HydroATLAS_tmp_dc_cyr,HydroATLAS_tmp_dc_uyr,HydroATLAS_tmp_dc_c01,HydroATLAS_tmp_dc_c02,HydroATLAS_tmp_dc_c03,HydroATLAS_tmp_dc_c04,HydroATLAS_tmp_dc_c05,HydroATLAS_tmp_dc_c06,HydroATLAS_tmp_dc_c07,HydroATLAS_tmp_dc_c08,HydroATLAS_tmp_dc_c09,HydroATLAS_tmp_dc_c10,HydroATLAS_tmp_dc_c11,HydroATLAS_tmp_dc_c12,HydroATLAS_pre_mm_cyr,HydroATLAS_pre_mm_uyr,HydroATLAS_pre_mm_c01,HydroATLAS_pre_mm_c02,HydroATLAS_pre_mm_c03,HydroATLAS_pre_mm_c04,HydroATLAS_pre_mm_c05,HydroATLAS_pre_mm_c06,HydroATLAS_pre_mm_c07,HydroATLAS_pre_mm_c08,HydroATLAS_pre_mm_c09,HydroATLAS_pre_mm_c10,HydroATLAS_pre_mm_c11,HydroATLAS_pre_mm_c12,HydroATLAS_ari_ix_cav,HydroATLAS_ari_ix_uav,HydroATLAS_glc_cl_cmj,HydroATLAS_wet_pc_cg2,HydroATLAS_wet_pc_ug2,HydroATLAS_for_pc_cse,HydroATLAS_for_pc_use,HydroATLAS_crp_pc_cse,HydroATLAS_crp_pc_use,HydroATLAS_ppd_pk_cav,HydroATLAS_ppd_pk_uav,HydroATLAS_rdd_mk_cav,HydroATLAS_rdd_mk_uav,HydroATLAS_hdi_ix_cav,HydroATLAS_urb_pc_cse,HydroATLAS_urb_pc_use,NHD_GNIS_NAME,NHD_FTYPE,NHD_FCODE,NHD_QE_MA,NHD_VE_MA,NHD_near_dist_m,IGBP_LC_Type1Class2018,IGBP_LU_category,US_state,region,reach_proportion,NHD_STREAMORDE,NHD_HYDROSEQ,NHD_STARTFLAG,NHD_REACHCODE,NHD_AREASQKM,NHD_TOTDASQKM,NHD_LENGTHKM,NHD_SLOPE,NHD_SLOPELENKM,NHD_TIDAL,NHD_MAXELEVSMO,NHD_MINELEVSMO,NHD_AREASQKM_corr,NHD_TOTDASQKM_corr,areal_corr_factor,ElevWs,PrecipWs,TminWs,TmaxWs,TmeanWs,RunoffWs,PctImp2006Ws,PctImp2008Ws,PctImp2011Ws,PctImp2001Ws,PctImp2013Ws,PctImp2019Ws,PctImp2016Ws,PctImp2004Ws,PctOw2011Ws,PctIce2011Ws,PctUrbOp2011Ws,PctUrbLo2011Ws,PctUrbMd2011Ws,PctUrbHi2011Ws,PctBl2011Ws,PctDecid2011Ws,PctConif2011Ws,PctMxFst2011Ws,PctShrb2011Ws,PctGrs2011Ws,PctHay2011Ws,PctCrop2011Ws,PctWdWet2011Ws,PctHbWet2011Ws,PctOw2016Ws,PctIce2016Ws,PctUrbOp2016Ws,PctUrbLo2016Ws,PctUrbMd2016Ws,PctUrbHi2016Ws,PctBl2016Ws,PctDecid2016Ws,PctConif2016Ws,PctMxFst2016Ws,PctShrb2016Ws,PctGrs2016Ws,PctHay2016Ws,PctCrop2016Ws,PctWdWet2016Ws,PctHbWet2016Ws,HUDen2010Ws,PopDen2010Ws,SN_2008Ws,NO3_2008Ws,InorgNWetDep_2008Ws,NH4_2008Ws,DamNIDStorWs,DamNrmStorWs,NABD_NIDStorWs,NABD_NrmStorWs,DamDensWs,SuperfundDensWs,NPDESDensWs,TRIDensWs,RdDensWs,NABD_DensWs,PctCarbResidWs,PctNonCarbResidWs,PctAlkIntruVolWs,PctSilicicWs,PctExtruVolWs,PctColluvSedWs,PctGlacTilClayWs,PctGlacTilLoamWs,PctGlacTilCrsWs,PctGlacLakeCrsWs,PctGlacLakeFineWs,PctHydricWs,PctEolCrsWs,PctEolFineWs,PctSalLakeWs,PctAlluvCoastWs,PctCoastCrsWs,PctWaterWs,CBNFWs,FertWs,ManureWs,WtDepWs,OmWs,PermWs,RckDepWs,BFIWs,HydrlCondWs,NWs,Al2O3Ws,CaOWs,Fe2O3Ws,K2OWs,MgOWs,Na2OWs,P2O5Ws,SWs,SiO2Ws,precip_runoff_ratio
nwis_02101726,"ROCKY R AT US 64 NEAR SILER CITY, NC",-79.4230754,NAD83,482.9,NAVD88,ST,0.48550910621033,8869974,03N,USGS (Powell Center),2330,8,151.98755426708533,20,9.63168,13.150768097810701,4.341073611346079,88.10316913120548,-845.2204863278236,16.44,0.27,-0.05,-0.04,1.37,199.6608620958974,0.904,1.28,0.77,0.72,0.53,0.29,50.695966838354494,0.424,36,0.25,0,0.03,1.14,173.02800062861448,0.339,2.35,0.29,0.06,-0.06,1.36,181.4558456748793,0.949,785.875,35.73514055,0.446698025726335,11.4557563521685,0.153301974273665,0.179795514075793,0.4,95,80,95,0.005574229,70675568,14.3596858,1.377,255,2.732,181,156,222,15,14,22,147,146,35,52,97,148,190,230,250,245,212,151,101,52,1172,1168,97,97,106,80,108,103,120,115,90,88,79,87,92,92,4,0,0,100,74,12,15,42.7,38.113,999,512,918,8,1,Rocky River,StreamRiver,46006,80.966,1.26164,9.123412094,8,grassland,North Carolina,NC,0.589489,4,250022301,0,03030003000036,0.5391,180.0468,0.822,0.00284671,0.822,0,15309,15075,0.31779,179.82549,0.9987708195869075,198.8298,1170.024525251757,-1.7574960562249808,21.235096260059613,15.099068649309027,365.847,2.21,2.24,2.26,2.13,2.27,2.34,2.32,2.16,0.96,0,7.16,3.04,0.8,0.35,0.03,27.01,6.88,10.25,2.39,4.1,34,2.47,0.48,0.07,1.18,0,7.14,3.06,0.87,0.36,0.03,26.16,7.63,10.64,3.44,3,33.35,2.58,0.52,0.04,21.0525,49.0837,552.8327,7.8142,4.0291,2.9238,11797.2247,9196.6286,10365.3897,8111.4484,0.0555,0.0056,0.0056,0.0278,2.0059,0.05,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.256,9.4492,45.2599,151.4015,0.4585,3.6941,142.5411,28.6492,0.6958,0.0443,13.5809,1.7363,4.774,3.5989,1.5225,2.1054,0.1132,0.0626,67.0023,3.1981252415675328
nwis_0212378405,"PEE DEE R AT HWY731 BL LK TILLERY NR NORWOOD, NC",-80.0618056,NAD83,197.45,NAVD88,ST,0.313161894,9211976,03N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.20066667,0.467882649,56.0707088,0.082117351,0.0569501723666246,0.45,95,0,0,0.002,70690997,95.80086459,183.99,376,54.272,95,65,142,21,37,7,159,140,48,66,109,159,202,242,262,256,223,162,111,63,1177,1185,101,99,110,74,98,107,127,114,93,89,76,89,89,94,4,0,0,97,50,7,18,9.647,85.007,280,913,918,0,6,Pee Dee River,ArtificialPath,55800,5434.715,2.00473,4.74792335,8,grassland,North Carolina,NC,1,7,250005524,0,03040104000104,0.7551,12058.6509,0.693,2.4531e-4,0.693,0,6246,6229,0.7551,12058.6509,1,314.4533,1169.706497797102,-2.418799000422899,20.857374421814846,14.450580842243465,443.0095,3.25,3.3,3.37,3.05,3.41,3.54,3.48,3.13,1.32,0,9.28,4.18,1.37,0.56,0.06,37.01,5.42,12.87,1.77,1.98,18.82,4.9,0.42,0.04,1.27,0,9.27,4.21,1.48,0.6,0.09,36.57,5.59,13.11,1.72,2.1,18.33,5.2,0.42,0.04,38.375,84.5164,521.887,7.5302,3.7541,2.6538,113074.2881,68159.5497,134265.1879,82185.905,0.0396,0.0038,0.0017,0.0333,2.5909,0.0236,0,9.07,0,86.41,0,3.3,0,0,0,0,0,0,0,0,0,0,0,1.23,2.7228,9.564,14.8219,167.2525,0.4365,4.282,136.0274,54.6983,0.3566,0.0215,13.987,4.3375,5.9252,2.2966,2.6967,2.606,0.135,0.0646,62.8842,2.6403643664460965
nwis_0212880025,"PEE DEE RIVER BELOW POWERHOUSE DAM NR PEE DEE, NC",-79.8775806,NAD83,119.99,NAVD88,ST,NA,9167934,03N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9834833,NA,NA,NA,NA,NA,NA,NA,NA,0.011705929,70695444,219.2410977,255.407,404,32.389,76,41,152,24,31,40,161,145,50,68,112,162,205,245,264,258,225,164,114,66,1182,1180,102,98,109,72,96,110,136,118,93,87,75,86,88,93,4,0,0,100,56,4,19,2.092,92.99,176,959,918,0,7,NA,NA,NA,NA,NA,NA,8,grassland,North Carolina,NC,0.19888800000000006,7,250005097,0,03040201000171,2.5812,17714.7387,1.979,3.335e-4,1.979,0,3890,3824,0.51337,17712.67087,0.999883270646267,266.3529,1162.6594671081127,-1.8260397770354704,21.32771896526252,14.911515137240508,423.3869,3.41,3.48,3.56,3.1,3.63,3.82,3.74,3.23,1.16,0,9.07,4.37,1.54,0.59,0.07,31.25,9.1,13.02,1.86,2.6,17.83,6.7,0.79,0.07,1.12,0,9.08,4.44,1.7,0.65,0.09,30.53,9.36,13.24,2.05,2.55,17.37,6.97,0.8,0.06,40.0481,92.0427,521.9235,7.4969,3.7602,2.6707,89116.0807,54780.8887,109670.4289,70936.7878,0.036,0.004,0.0017,0.0299,2.479,0.0203,0,10.53,0,85.32,0,2.24,0,0,0,0,0,0,0,0,0,1.07,0,0.84,3.4704,9.6716,17.5786,162.2778,0.4258,4.3038,134.5045,48.3732,0.6348,0.0297,13.6112,4.2972,5.962,2.2769,2.7608,2.3847,0.1374,0.0857,62.4682,2.7460922081153494
nwis_03512000,"OCONALUFTEE RIVER AT BIRDTOWN, NC",-83.3536111,NAD83,1843.3,NGVD29,ST,0.263212942,19730510,06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.46138889,0.474523986,20.93244162,0.095476014,0.181498429697205,0.43,95,80,0,0.00291254,70683134,117.1066574,13.608,906,6.806,632,567,774,85,174,32,124,101,17,35,79,123,164,201,220,217,187,129,79,35,1422,1636,124,126,151,114,126,115,127,115,103,88,109,124,114,153,6,0,0,100,100,4,1,132.793,17.361,368,146,918,0,0,Oconaluftee River,StreamRiver,46006,540.79,1.66963,0.850579762,8,grassland,North Carolina,NC,0.6108370000000001,5,470006227,0,06010203000159,1.5012,476.5311,1.508,0.00409151,1.508,0,56861,56244,0.91699,475.94689,0.9987740359443487,1146.9974,1570.5834669355459,-5.06581186108799,17.18607493039493,10.803182086353457,904.5343,0.53,0.57,0.59,0.47,0.61,0.65,0.63,0.49,0.02,0,3.06,0.46,0.35,0.12,0.02,53.59,11.58,29.31,0.39,0.22,0.84,0,0.03,0,0.01,0,3.2,0.47,0.39,0.13,0.02,53.45,11.61,29.25,0.51,0.12,0.8,0,0.03,0,7.983,15.8994,472.1395,7.6967,3.2085,1.9021,62.123,46.5922,62.123,46.5922,0.0021,0,0.0021,0,1.4326,0.0021,0,0.95,0,7.36,0,91.69,0,0,0,0,0,0,0,0,0,0,0,0,0.0358,0.4016,0.0039,180.4977,1.2822,8.9131,123.8665,63.9033,0.0955,0.0064,12.9239,4.5699,5.3913,2.4465,2.0004,2.1247,0.133,0.0382,63.4519,1.736344842794293
nwis_05057000,"SHEYENNE RIVER NR COOPERSTOWN, ND",-98.0275954,NAD83,1271.76,NGVD29,ST,0.819099726219924,14269180,09,USGS (Powell Center),465,2,206.14556200883612,5.200000000000003,23.53056,11.3418403570836,9.621339818039973,182.2241739576147,-481.9696464835561,11.14,0.44,0.09,-0.06,1.33,201.90146382121276,0.902,11.25,0.32,0.01,0.06,1.05,205.83771808182635,0.947,31.03,0.31,0.08,-0.04,1.27,173.83038892352755,0.279,1.34,0.54,0.37,0.06,1.23,200.87949347013782,0.88,529.0999999999999,47.43277097,0.464223660669992,17.9782025257291,0.185776339330008,0.0679073762307838,0.35,50,0,95,0.003189,70346360,126.6875607,11.655,68,10.563,423,389,442,12,8,5,44,42,-149,-114,-41,52,128,180,209,197,137,71,-30,-118,498,447,15,10,25,42,60,86,76,64,57,32,18,14,56,50,16,38,38,0,0,76,64,0.677,1.094,74,80,929,0,0,Sheyenne River,StreamRiver,46006,162.554,1.64428,8.232597896,12,agricultural,North Dakota,ND,0.895499,4,840000970,0,09020203000018,5.724,6170.085,4.878,6.109e-4,4.878,0,39351,39053,5.12584,6169.4868400000005,0.9999030548201525,480.8002,482.9944797958132,-20.019856743676648,10.770519801898404,4.639324744175503,12.3002,0.32,0.32,0.33,0.31,0.33,0.37,0.35,0.32,4.66,0,2.89,0.36,0.05,0.01,0.02,0.59,0.04,0,0.09,8.7,27.69,47.34,0.41,7.16,4.2,0,2.86,0.37,0.08,0.01,0.04,0.65,0.04,0,0.05,8.37,25.07,50.2,0.4,7.66,0.7038,1.2323,337.5463,4.8717,3.5153,3.1155,6769.0871,3279.5762,8134.0928,4185.6817,0.0034,0,0,0,1.2638,0.0029,0,0,0,0,0,2.92,0,59.15,0,22.76,5.22,0.32,3.84,0,0,5.75,0,0.03,8.1073,28.2639,0,142.7962,1.2942,8.2413,149.4248,24.4086,45.7389,0.317,11.7522,1.7785,17.2033,2.1378,1.1141,1.2046,0.1592,0.0624,47.3565,39.267205394693846
nwis_05057200,"BALDHILL CREEK NR DAZEY, ND",-98.1248189,NAD83,1330,NGVD29,ST,1.08743808660375,14269214,09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.2291562,0.429668063671301,13.1187177626884,0.210331936328699,0.0700977489290529,0.36,95,80,95,2.69409e-4,70352720,171.4859974,1.226,34,2.123,427,404,441,13,3,10,43,42,-149,-113,-40,52,127,179,208,196,135,70,-30,-117,490,477,14,10,24,42,59,86,74,63,55,32,16,14,54,53,16,38,38,0,0,69,70,0.487,0.857,89,111,929,0,0,Baldhill Creek,StreamRiver,46006,30.766,1.27165,2.946336871,12,agricultural,North Dakota,ND,0.5817159999999999,4,840003989,0,09020203000092,15.0813,1731.0843,6.879,5.9892e-4,6.879,0,40595,40183,8.77303,1724.77603,0.9963558851524447,451.5824,511.80892948381586,-19.972688094301702,10.984303855730925,4.8864803330774125,14.1152,0.38,0.39,0.4,0.37,0.4,0.45,0.42,0.37,6.24,0,3.01,0.5,0.08,0.01,0.01,0.27,0.07,0,0.01,1.64,13,68.24,0.08,6.84,3.87,0,2.97,0.5,0.11,0.02,0.4,0.27,0.07,0,0.02,1.76,11.22,69.9,0.08,8.81,0.539,0.876,330.4352,4.6861,3.4437,3.0769,231.7917,225.8063,209.7028,209.7028,0.0012,6e-4,0,0,1.288,6e-4,0,0,0,0,0,0,0,75.54,0,19.18,0.92,0,0,0,0,4.36,0,0,20.1275,32.9643,0,117.0047,1.2276,7.3416,152.3981,24.4451,49.5375,0.3569,11.8281,0.8337,19.2361,2.1437,0.9728,1.1453,0.1435,0.0392,45.6455,36.25941747079856
nwis_06336000,"LITTLE MISSOURI RIVER AT MEDORA, ND",-103.5282426,NAD83,2246.75,NGVD29,ST,0.484843224266836,14567692,10U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.91945839,0.400590758955923,23.457365311581,0.179409241044077,0.0879264295400508,0.42,95,80,95,0.001971177,70363197,229.0743034,28.29,53,6.833,698,688,744,35,20,7,64,62,-98,-62,-9,65,130,183,219,209,143,80,-8,-78,379,376,10,8,16,36,61,80,49,37,37,23,11,10,37,38,14,0,0,0,0,5,17,40.295,0.197,192,51,929,0,0,Little Missouri River,StreamRiver,46006,387.761,2.04603,103.6427785,10,grassland,North Dakota,ND,0.20202299999999995,6,590011251,0,10110203000115,2.88,16073.3664,2.652,8.371e-4,2.652,0,68943,68721,0.58183,16071.06823,0.9998570199955126,999.4908,377.8240580889856,-14.607651291606354,14.061686300587068,6.8893903478306875,20.3894,0.18,0.18,0.19,0.17,0.19,0.2,0.19,0.17,0.29,0,0.52,0.14,0.03,0,0.04,0.37,2.01,0.1,35.19,50.27,2.39,7.87,0.16,0.64,0.19,0,0.53,0.14,0.04,0,0.04,0.36,1.9,0.1,35.18,49.11,2.42,9.15,0.17,0.67,0.1597,0.2779,230.1819,3.9947,2.3672,1.8921,4641.7404,2195.971,3638.9708,1753.0703,0.0113,0,0,0,0.8746,0.0078,0.28,91.49,0,0,0,0,0,0,0,0,1.44,0,0,0,0,6.8,0,0,1.3999,3.2368,0.0065,182.5154,0.6308,5.2374,99.6248,31.8762,11.7165,0.2918,7.9294,10.7231,4.2946,1.5469,3.4473,0.6879,0.2181,0.3312,46.4311,18.53041571056459
nwis_06340590,"KNIFE RIVER NR STANTON, ND",-101.3976595,NAD83,1640,NAVD88,ST,NA,16248681,10U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.3580547,NA,NA,NA,NA,NA,NA,NA,NA,0.008842096,70348586,200.6410625,14.453,82,33.346,525,510,567,8,18,6,53,53,-126,-94,-26,58,127,180,213,203,139,76,-18,-97,416,426,10,9,17,44,56,83,61,47,42,24,11,11,45,46,13,0,0,0,3,41,43,1.021,1.823,32,66,929,0,0,Knife River,StreamRiver,46006,174.126,1.25984,26.66313281,10,grassland,North Dakota,ND,0.649977,6,590018310,0,10130201001849,34.7967,6437.8845,15.803,6.707e-5,15.803,0,51352,51246,22.61705,6425.70485,0.9981081285319735,666.3168,416.5865648479317,-17.660558259430907,12.626646815150034,5.8751094714949526,23.9206,0.43,0.44,0.46,0.41,0.48,0.52,0.51,0.42,0.3,0,1.74,0.65,0.13,0.03,0.3,0.67,0.03,0.02,29.59,29,6,30.63,0.32,0.59,0.24,0,1.77,0.68,0.18,0.04,0.28,0.67,0.02,0.02,29.21,28,6.33,31.61,0.32,0.63,0.9333,1.7975,219.4621,3.597,2.27,1.8817,6702.1604,1470.2874,6277.0544,1333.6595,0.0067,0,2e-4,0.0014,1.3274,0.0047,0,70.63,0,0,0,0,0,17.71,0,0,0.17,0,0.41,0.75,0,10.32,0,0,4.4346,12.7076,0.0523,177.8891,1.3556,5.5213,113.2437,16.9452,5.6406,0.522,9.2335,10.2325,5.8407,1.9237,3.8918,0.8105,0.1686,0.2926,45.3144,17.41538944875679
nwis_06461500,"Niobrara River near Sparks, Nebr.",-100.3622222,NAD83,2287.57,NGVD29,ST,0.351949194680304,16031404,10U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.9022222,0.421327375138251,20.3402532371362,0.188672624861749,0.139689469680787,0.39,95,95,95,0.001946506,70490250,15.36852042,7.533,52,8.022,768,698,805,29,17,16,86,80,-63,-34,13,82,144,200,236,223,166,99,15,-46,508,450,8,13,30,51,84,81,81,59,45,28,17,11,47,41,13,0,10,0,1,16,20,0.229,1.165,47,61,939,0,0,Niobrara River,StreamRiver,46006,738.739,1.21427,39.91543414,10,grassland,Nebraska,NE,1,6,590008841,0,10150004000076,0.6327,16113.0312,0.654,1e-5,0.654,0,70148,70148,0.6327,16113.0312,1,1140.7474,472.0540508434263,-12.016085991813581,15.83869749820274,8.369770427247301,74.7941,0.26,0.26,0.26,0.25,0.27,0.28,0.27,0.25,0.64,0,0.63,0.34,0.07,0.01,0.01,0.09,0.4,0.36,0.21,84.69,0.6,8.42,0.17,3.35,0.76,0,0.62,0.34,0.08,0.01,0.01,0.09,0.39,0.36,0.22,84.21,0.61,8.84,0.17,3.27,0.4256,0.8105,270.5685,4.5404,2.8597,2.3691,10094.567,7592.398,7861.5538,5372.8579,0.002,1e-4,0,1e-4,0.6285,0.0017,0,39.39,0,0,0,4.58,0,0,0,0,0,0,50.76,2.84,0,2.44,0,0,2.7451,7.0289,0.2049,168.5853,0.5875,21.5564,135.9716,71.1813,37.9649,0.1036,10.2249,3.4134,3.6155,2.0374,2.0443,1.0538,0.1324,0.0611,65.547,6.311380855487616
nwis_06465500,"Niobrara River near Verdel, Nebr.",-98.2227778,NAD83,1312.12,NGVD29,ST,0.351469551027458,11645823,10U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.7397222,0.369302540519536,24.6702845616753,0.160697459480464,0.115328895932597,0.47,95,50,95,0.002,70494738,19.16436625,35.667,122,21.972,440,402,497,23,15,11,94,83,-70,-38,22,98,161,215,247,233,177,110,23,-50,574,489,11,14,39,57,80,94,78,63,60,38,24,16,53,45,13,23,9,0,1,41,24,0.947,1.07,44,62,939,0,0,Niobrara River,ArtificialPath,55800,1760.098,2.60344,76.52441333,10,grassland,Nebraska,NE,0.633434,6,590001279,0,10150007000008,29.9817,27423.8073,7.337,0.00135205,7.337,0,40730,39738,18.99143,27412.817030000002,0.9995992434646375,962.8729,519.9316418804253,-12.210623555876856,15.826705818847984,8.64439875000555,70.2656,0.25,0.26,0.26,0.24,0.26,0.28,0.27,0.25,0.79,0,1,0.34,0.07,0.01,0.02,0.79,0.84,0.43,0.16,80.8,0.71,9.69,0.51,3.83,0.86,0,0.99,0.34,0.08,0.01,0.02,0.77,0.79,0.38,0.17,80.21,0.73,10.37,0.51,3.77,0.439,0.8448,338.0406,5.2955,3.5887,3.0899,7812.0799,5149.8062,6421.8414,3802.8819,0.0043,0,0,0,0.6663,0.0033,0,25.51,0,0,0,14.48,0,0,0,0.04,0,0,48.38,1.67,0,9.91,0,0,3.6708,9.9005,0.3571,167.2756,0.5936,23.2439,135.506,70.6736,41.8143,0.0983,9.9855,4.3828,4.1243,1.9926,2.0478,1.0199,0.1403,0.2675,62.8408,7.399518994791552
nwis_06478522,"Bow Creek near Wynot, Nebr.",-97.1725667,NAD83,1165,NAVD88,ST,0.397117698,11759050,10U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.76527778,0.393909906,8.911380712,0.196090094,0.282576316543194,0.41,NA,NA,NA,0.005017453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bow Creek,StreamRiver,46006,90.255,1.29997,12.36002598,12,agricultural,Nebraska,NE,0.07683800000000007,5,590025963,0,10170101000216,1.2222,1183.4793,1.282,5.9282e-4,1.282,0,35406,35330,0.09391,1182.3510099999999,0.9990466330927799,458.9323,707.6177818206997,-12.99265788194002,15.45523969532167,9.099191139884992,52.7064,0.55,0.56,0.57,0.53,0.58,0.62,0.59,0.54,0.17,0,3.18,0.76,0.15,0.03,0.02,0.87,0.01,0.02,0,23.8,0.81,69.97,0.17,0.04,0.16,0,3.17,0.77,0.17,0.03,0.03,0.86,0.01,0.02,0,22.28,0.83,71.47,0.17,0.04,2.0126,4.1753,539.7283,7.5934,5.5826,4.9924,302.2522,91.7179,302.2522,91.7179,0.0017,0,0,0.0025,1.3666,0.0017,0,0,0,0,0,55.66,0,0,0,0,0,0,0,44.3,0,0.04,0,0,31.5534,58.999,4.5206,181.8107,1.0017,6.9724,148.4238,50.7322,7.4508,0.0456,8.6958,10.1076,3.3555,1.7155,2.7967,0.987,0.2103,0.329,56.0978,13.425651947784324
nwis_06795500,"Shell Creek near Columbus, Nebr.",-97.2816667,NAD83,1435,NGVD29,ST,0.428065721628367,17421926,10L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5261111,0.405672208157186,8.21264628726771,0.204327791842814,0.284450321815125,0.39,80,80,50,0.001566744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shell Creek,StreamRiver,46006,55.154,1.26882,1.484369415,12,agricultural,Nebraska,NE,0.39242699999999997,4,550009203,0,10200201000052,3.1527,34076.8305,6.416,8.8528e-4,6.416,0,44193,43625,1.2372,34074.91499999999,0.9999437887863426,812.2831,603.5478182518533,-12.1102170920925,16.37264089688111,9.20425694881683,62.6227,0.38,0.38,0.39,0.34,0.39,0.42,0.4,0.34,0.96,0,0.94,0.53,0.13,0.03,0.06,0.62,0.11,0.22,0.06,76.4,0.19,16.34,0.56,2.85,0.81,0,0.94,0.54,0.14,0.03,0.06,0.63,0.11,0.25,0.03,75.92,0.19,16.89,0.56,2.9,0.6731,1.3009,530.4593,7.7926,5.6161,4.9797,13675.8527,8681.2419,5434.2237,2741.8163,0.0032,1e-4,0,1e-4,0.7305,0.0022,0,0,0,0,0,0.34,0,0,0,0,0,0,55.12,36.1,0,8.39,0,0.06,7.7732,17.496,0.9634,167.8788,0.4085,21.9071,152.4,62.3751,130.8482,0.0462,11.166,5.8889,3.8291,2.1154,1.6436,1.8692,0.1122,0.0363,69.236,9.637844076538592
