site_name,year,long_name,Source,lat,lon,coord_datum,alt,alt_datum,site_type,COMID,VPU,ndays,nyears,ann_GPP_C,ann_ER_C,PAR_sum,Stream_PAR_sum,Wtemp_mean,Wtemp_cv,Wtemp_skew,Wtemp_kurt,Wtemp_amp,Wtemp_phase,Wtemp_ar1,Disch_mean,Disch_cv,Disch_skew,Disch_kurt,Disch_amp,Disch_phase,Disch_ar1,PAR_mean,PAR_cv,PAR_skew,PAR_kurt,PAR_amp,PAR_phase,PAR_ar1,LAI_mean,LAI_cv,LAI_skew,LAI_kurt,LAI_amp,LAI_phase,LAI_ar1,dvqcoefs.c,Azimuth,tree_height,Width,MOD_ann_NPP,dvqcoefs.f,dvqcoefs.a,dvqcoefs.b,dvqcoefs.k,dvqcoefs.m,struct.canal_flag,struct.dam_flag,struct.npdes_flag,slope_calc,HYRIV_ID,HydroATLAS_near_dist_m,HydroATLAS_dis_m3_pyr,HydroATLAS_run_mm_cyr,HydroATLAS_ria_ha_csu,HydroATLAS_ele_mt_cav,HydroATLAS_ele_mt_cmn,HydroATLAS_ele_mt_cmx,HydroATLAS_slp_dg_cav,HydroATLAS_slp_dg_uav,HydroATLAS_sgr_dk_rav,HydroATLAS_tmp_dc_cyr,HydroATLAS_tmp_dc_uyr,HydroATLAS_tmp_dc_c01,HydroATLAS_tmp_dc_c02,HydroATLAS_tmp_dc_c03,HydroATLAS_tmp_dc_c04,HydroATLAS_tmp_dc_c05,HydroATLAS_tmp_dc_c06,HydroATLAS_tmp_dc_c07,HydroATLAS_tmp_dc_c08,HydroATLAS_tmp_dc_c09,HydroATLAS_tmp_dc_c10,HydroATLAS_tmp_dc_c11,HydroATLAS_tmp_dc_c12,HydroATLAS_pre_mm_cyr,HydroATLAS_pre_mm_uyr,HydroATLAS_pre_mm_c01,HydroATLAS_pre_mm_c02,HydroATLAS_pre_mm_c03,HydroATLAS_pre_mm_c04,HydroATLAS_pre_mm_c05,HydroATLAS_pre_mm_c06,HydroATLAS_pre_mm_c07,HydroATLAS_pre_mm_c08,HydroATLAS_pre_mm_c09,HydroATLAS_pre_mm_c10,HydroATLAS_pre_mm_c11,HydroATLAS_pre_mm_c12,HydroATLAS_ari_ix_cav,HydroATLAS_ari_ix_uav,HydroATLAS_glc_cl_cmj,HydroATLAS_wet_pc_cg2,HydroATLAS_wet_pc_ug2,HydroATLAS_for_pc_cse,HydroATLAS_for_pc_use,HydroATLAS_crp_pc_cse,HydroATLAS_crp_pc_use,HydroATLAS_ppd_pk_cav,HydroATLAS_ppd_pk_uav,HydroATLAS_rdd_mk_cav,HydroATLAS_rdd_mk_uav,HydroATLAS_hdi_ix_cav,HydroATLAS_urb_pc_cse,HydroATLAS_urb_pc_use,NHD_near_dist_m,IGBP_LC_Type1Class2018,IGBP_LU_category,US_state,region,reach_proportion,NHD_STREAMORDE,NHD_HYDROSEQ,NHD_STARTFLAG,NHD_REACHCODE,NHD_AREASQKM,NHD_TOTDASQKM,NHD_LENGTHKM,NHD_SLOPE,NHD_SLOPELENKM,NHD_TIDAL,NHD_MAXELEVSMO,NHD_MINELEVSMO,NHD_AREASQKM_corr,NHD_TOTDASQKM_corr,areal_corr_factor,ElevWs,PrecipWs,TminWs,TmaxWs,TmeanWs,RunoffWs,PctImp2006Ws,PctImp2008Ws,PctImp2011Ws,PctImp2001Ws,PctImp2013Ws,PctImp2019Ws,PctImp2016Ws,PctImp2004Ws,PctOw2011Ws,PctIce2011Ws,PctUrbOp2011Ws,PctUrbLo2011Ws,PctUrbMd2011Ws,PctUrbHi2011Ws,PctBl2011Ws,PctDecid2011Ws,PctConif2011Ws,PctMxFst2011Ws,PctShrb2011Ws,PctGrs2011Ws,PctHay2011Ws,PctCrop2011Ws,PctWdWet2011Ws,PctHbWet2011Ws,PctOw2016Ws,PctIce2016Ws,PctUrbOp2016Ws,PctUrbLo2016Ws,PctUrbMd2016Ws,PctUrbHi2016Ws,PctBl2016Ws,PctDecid2016Ws,PctConif2016Ws,PctMxFst2016Ws,PctShrb2016Ws,PctGrs2016Ws,PctHay2016Ws,PctCrop2016Ws,PctWdWet2016Ws,PctHbWet2016Ws,HUDen2010Ws,PopDen2010Ws,SN_2008Ws,NO3_2008Ws,InorgNWetDep_2008Ws,NH4_2008Ws,DamNIDStorWs,DamNrmStorWs,NABD_NIDStorWs,NABD_NrmStorWs,DamDensWs,SuperfundDensWs,NPDESDensWs,TRIDensWs,RdDensWs,NABD_DensWs,PctCarbResidWs,PctNonCarbResidWs,PctAlkIntruVolWs,PctSilicicWs,PctExtruVolWs,PctColluvSedWs,PctGlacTilClayWs,PctGlacTilLoamWs,PctGlacTilCrsWs,PctGlacLakeCrsWs,PctGlacLakeFineWs,PctHydricWs,PctEolCrsWs,PctEolFineWs,PctSalLakeWs,PctAlluvCoastWs,PctCoastCrsWs,PctWaterWs,CBNFWs,FertWs,ManureWs,WtDepWs,OmWs,PermWs,RckDepWs,BFIWs,HydrlCondWs,NWs,Al2O3Ws,CaOWs,Fe2O3Ws,K2OWs,MgOWs,Na2OWs,P2O5Ws,SWs,SiO2Ws,precip_runoff_ratio
nwis_03321500,2014,"GREEN RIVER AT LOCK 1 AT SPOTTSVILLE, KY",USGS (Powell Center),37.8583774,-87.4097294,"NAD83",NA,NA,ST,11617279,05,230,1,195.04267576292855,-941.5555904509479,12.533088205864798,12.439726938774594,16.86,0.31,-0.01,-0.07,1.4,209.96988509689825,0.871,358.53,0.53,0.32,0.06,1.05,61.76498292518532,0.933,34.34,0.28,0.02,0.02,1.18,180.330884066915,0.132,0.92,0.36,0.22,-0.03,1.35,198.8440840326875,0.823,0.139010469,333.06216093640904,0.5,139.5984,656.5,0.535745857,108.7480652,0.064254143,0.0661501681545618,0.4,0,0,0,0.001972985,70623625,93.23573462,330.07,386,150.732,116,108,161,5,26,4,135,135,-2,22,78,137,187,236,255,245,208,144,81,24,1131,1277,76,83,119,109,117,92,103,85,82,71,100,94,95,105,16,0,5,0,36,44,43,19.715,27.545,441,378,821,0,1,47.11463547,12,agricultural,Kentucky,KY,0.471116,7,430001662,0,05110005000429,4.3551,22661.9757,5.192,1e-5,5.192,0,10433,10433,2.05176,22659.67236,0.9998983610241892,199.1969,1256.5628186593342,-3.9499626521202886,19.9006856706882,13.83229893121066,557.9797,1.13,1.16,1.21,1.05,1.25,1.37,1.3,1.09,1.13,0,5.18,1.32,0.55,0.2,0.14,36.79,1,7.13,0.4,1.29,27.65,15.75,1.17,0.32,1.1,0,5.12,1.34,0.64,0.23,0.13,36.93,1,7.3,0.52,0.99,26.41,16.77,1.18,0.34,12.5339,28.0854,629.184,10.0087,4.5521,2.9608,152039.7286,45815.4925,157867.5822,48959.7595,0.0096,0.0015,0.001,0.009,1.5944,0.0064,44.62,0,0,0,0,42.26,0,0,0,0.73,6.83,0,0,2.11,0,2.59,0,0.86,12.9206,23.8384,2.4364,143.1055,0.5083,3.553,126.0443,27.795,4.8502,0.0787,5.2678,19.6985,2.1188,1.208,3.2254,0.5402,0.1239,0.1871,41.5596,2.2519866200496796
nwis_03346500,2016,"EMBARRAS RIVER AT LAWRENCEVILLE, IL",USGS (Powell Center),38.7236111,-87.6644444,"NAD83",382.24,NGVD29,ST,10339414,05,238,1,368.46371928343495,-784.2016381414418,12.3158446346376,10.520765230998148,15.75,0.34,-0.05,-0.03,1.36,204.1629280598827,0.879,71.88,0.57,0.55,0.38,0.43,59.275579251113584,0.89,33.65,0.26,0.03,0.01,1.2,182.5505493561608,0.253,1.06,0.35,0.13,-0.09,1.39,193.45705677173254,0.824,0.292605151,176.09959244589024,11.699999999999996,48.6156,694,0.475265,53.88875871,0.104735,0.0634190676236135,0.42,95,0,0,0.015454252,70601611,57.04536317,67.102,393,31.785,133,124,161,9,4,8,125,116,-17,8,62,125,181,232,251,239,201,137,69,9,1091,1022,65,65,108,104,121,100,105,88,76,73,97,88,95,92,16,35,3,29,5,76,78,156.439,20.827,908,340,950,0,1,72.17658567,14,agricultural,Illinois,IL,0.04528299999999996,5,430003164,0,05120112000008,8.2422,6083.8605,6.473,2.6726e-4,6.473,0,12342,12169,0.37323,6075.991529999999,0.9987065827692794,183.1411,1062.8861122710457,-6.633211846035786,17.660051389793647,12.025034246591414,318.2618,1.68,1.7,1.71,1.65,1.73,1.81,1.75,1.67,0.39,0,3.62,2.53,0.68,0.18,0.08,12.1,0.01,1.51,0.05,0.22,3.85,73.47,1.22,0.08,0.4,0,3.6,2.53,0.72,0.19,0.08,12.13,0.01,1.52,0.03,0.23,3.82,73.44,1.22,0.08,8.9347,20.9132,818.2864,12.3639,6.1384,4.3163,4069.3203,1473.7626,3003.8887,773.0715,0.0056,0.0013,5e-4,0.0048,1.766,0.0016,0,0,0,0,0,0,0,81.52,0,4.28,8.86,0,0,0,0,5.34,0,0,40.9106,63.6586,1.7413,70.1526,0.9494,2.3993,152.3959,25.889,2.4341,0.1425,7.0461,14.2275,3.7241,1.4167,1.6158,0.7445,0.2374,0.324,47.4446,3.339659714961223
nwis_03353200,2012,"EAGLE CREEK AT ZIONSVILLE, IN",USGS (Powell Center),39.94642897,-86.2602702,"NAD83",813.85,NGVD29,ST,18476775,05,298,1,316.26214937150615,-298.9386850187083,12.286016151292799,7.829144890809722,14.31,0.33,0.03,-0.02,1.34,192.09284332546068,0.838,2.4,0.74,0.67,0.49,0.55,40.67858569428395,0.626,33.57,0.28,0,-0.03,1.29,176.77566589286917,0.134,1.07,0.31,-0.02,-0.13,1.4,185.29856594358702,0.819,0.402947944206011,212.85950767284453,18,19.5072,606.424705882353,0.471441442941552,15.3354549236038,0.158558557058449,0.161828270160537,0.369999999999999,50,0,0,0.006705336,70570798,110.6751654,3.525,404,3.965,268,252,281,9,3,15,106,104,-38,-17,41,105,164,214,234,221,186,121,55,-10,1018,1015,60,57,85,99,106,97,113,92,75,71,85,77,96,96,16,0,0,30,12,29,58,460.239,95.404,3362,1267,921,59,11,22.48266521,13,urban,Indiana,IN,0.09743199999999996,4,430023597,0,05120201000176,10.7694,284.1741,3.95,0.00161518,3.95,0,25110,24472,1.04928,274.45398,0.965795193861791,281.7712,1059.814584013118,-8.011390441950118,16.526978965170272,11.03907538554522,374.5995,4.17,4.55,4.86,3.24,5.09,6.07,5.53,3.41,0.38,0,8.15,5.67,2.98,0.68,0.01,8.63,0.08,0.18,0.06,0.58,8.92,62.82,0.71,0.14,0.37,0,8.14,6,3.6,0.85,0.01,8.64,0.09,0.2,0.06,0.65,8.66,61.88,0.72,0.14,44.1458,115.07470000000001,870.1405,13.6353,6.6486,4.6088,1770.956,1141.5722,1415.0286,954.9273,0.0106,0.0176,0.0106,0.0106,2.7387,0.007,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,42.7687,59.2136,1.0212,67.5838,1.5368,2.0546,152.4,27.8374,0.0292,0.1498,13.3993,1.4099,8.8143,2.5443,1.2773,1.742,0.1917,0.0712,60.7953,2.8291938030166035
nwis_03353200,2013,"EAGLE CREEK AT ZIONSVILLE, IN",USGS (Powell Center),39.94642897,-86.2602702,"NAD83",813.85,NGVD29,ST,18476775,05,285,1,270.196043541447,-328.63950009630133,11.6898845694624,7.674911076355589,12.53,0.37,0.02,-0.09,1.36,203.4087995026357,0.837,6.56,0.73,0.65,0.47,0.38,67.44649822177695,0.373,32.03,0.27,0.01,-0.02,1.23,181.67174589740188,0.204,1,0.38,0.11,-0.11,1.37,194.14416018581818,0.829,0.402947944206011,212.85950767284453,18,19.5072,606.424705882353,0.471441442941552,15.3354549236038,0.158558557058449,0.161828270160537,0.369999999999999,50,0,0,0.006705336,70570798,110.6751654,3.525,404,3.965,268,252,281,9,3,15,106,104,-38,-17,41,105,164,214,234,221,186,121,55,-10,1018,1015,60,57,85,99,106,97,113,92,75,71,85,77,96,96,16,0,0,30,12,29,58,460.239,95.404,3362,1267,921,59,11,22.48266521,13,urban,Indiana,IN,0.09743199999999996,4,430023597,0,05120201000176,10.7694,284.1741,3.95,0.00161518,3.95,0,25110,24472,1.04928,274.45398,0.965795193861791,281.7712,1059.814584013118,-8.011390441950118,16.526978965170272,11.03907538554522,374.5995,4.17,4.55,4.86,3.24,5.09,6.07,5.53,3.41,0.38,0,8.15,5.67,2.98,0.68,0.01,8.63,0.08,0.18,0.06,0.58,8.92,62.82,0.71,0.14,0.37,0,8.14,6,3.6,0.85,0.01,8.64,0.09,0.2,0.06,0.65,8.66,61.88,0.72,0.14,44.1458,115.07470000000001,870.1405,13.6353,6.6486,4.6088,1770.956,1141.5722,1415.0286,954.9273,0.0106,0.0176,0.0106,0.0106,2.7387,0.007,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,42.7687,59.2136,1.0212,67.5838,1.5368,2.0546,152.4,27.8374,0.0292,0.1498,13.3993,1.4099,8.8143,2.5443,1.2773,1.742,0.1917,0.0712,60.7953,2.8291938030166035
nwis_03353200,2014,"EAGLE CREEK AT ZIONSVILLE, IN",USGS (Powell Center),39.94642897,-86.2602702,"NAD83",813.85,NGVD29,ST,18476775,05,263,1,325.6970599849539,-397.0016344576443,11.718986982595199,7.8753693797851065,12.04,0.38,0.01,-0.1,1.37,201.42081809086923,0.799,8.12,0.65,0.47,0.17,0.79,58.67983945067662,0.384,32.11,0.28,0.03,0,1.2,176.9381775432377,0.167,0.94,0.41,0.13,-0.12,1.38,194.54595361709022,0.833,0.402947944206011,212.85950767284453,18,19.5072,606.424705882353,0.471441442941552,15.3354549236038,0.158558557058449,0.161828270160537,0.369999999999999,50,0,0,0.006705336,70570798,110.6751654,3.525,404,3.965,268,252,281,9,3,15,106,104,-38,-17,41,105,164,214,234,221,186,121,55,-10,1018,1015,60,57,85,99,106,97,113,92,75,71,85,77,96,96,16,0,0,30,12,29,58,460.239,95.404,3362,1267,921,59,11,22.48266521,13,urban,Indiana,IN,0.09743199999999996,4,430023597,0,05120201000176,10.7694,284.1741,3.95,0.00161518,3.95,0,25110,24472,1.04928,274.45398,0.965795193861791,281.7712,1059.814584013118,-8.011390441950118,16.526978965170272,11.03907538554522,374.5995,4.17,4.55,4.86,3.24,5.09,6.07,5.53,3.41,0.38,0,8.15,5.67,2.98,0.68,0.01,8.63,0.08,0.18,0.06,0.58,8.92,62.82,0.71,0.14,0.37,0,8.14,6,3.6,0.85,0.01,8.64,0.09,0.2,0.06,0.65,8.66,61.88,0.72,0.14,44.1458,115.07470000000001,870.1405,13.6353,6.6486,4.6088,1770.956,1141.5722,1415.0286,954.9273,0.0106,0.0176,0.0106,0.0106,2.7387,0.007,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,42.7687,59.2136,1.0212,67.5838,1.5368,2.0546,152.4,27.8374,0.0292,0.1498,13.3993,1.4099,8.8143,2.5443,1.2773,1.742,0.1917,0.0712,60.7953,2.8291938030166035
nwis_03353200,2015,"EAGLE CREEK AT ZIONSVILLE, IN",USGS (Powell Center),39.94642897,-86.2602702,"NAD83",813.85,NGVD29,ST,18476775,05,270,1,324.0005199255502,-443.5169877619397,11.6346696106032,7.688875468850641,12.71,0.34,-0.04,-0.06,1.36,206.76126064563707,0.807,6.25,0.65,0.49,0.27,0.55,119.15417510903934,0.486,31.88,0.27,0.03,0,1.18,181.64093323706584,0.171,0.99,0.38,0.12,-0.13,1.38,191.57933889556259,0.833,0.402947944206011,212.85950767284453,18,19.5072,606.424705882353,0.471441442941552,15.3354549236038,0.158558557058449,0.161828270160537,0.369999999999999,50,0,0,0.006705336,70570798,110.6751654,3.525,404,3.965,268,252,281,9,3,15,106,104,-38,-17,41,105,164,214,234,221,186,121,55,-10,1018,1015,60,57,85,99,106,97,113,92,75,71,85,77,96,96,16,0,0,30,12,29,58,460.239,95.404,3362,1267,921,59,11,22.48266521,13,urban,Indiana,IN,0.09743199999999996,4,430023597,0,05120201000176,10.7694,284.1741,3.95,0.00161518,3.95,0,25110,24472,1.04928,274.45398,0.965795193861791,281.7712,1059.814584013118,-8.011390441950118,16.526978965170272,11.03907538554522,374.5995,4.17,4.55,4.86,3.24,5.09,6.07,5.53,3.41,0.38,0,8.15,5.67,2.98,0.68,0.01,8.63,0.08,0.18,0.06,0.58,8.92,62.82,0.71,0.14,0.37,0,8.14,6,3.6,0.85,0.01,8.64,0.09,0.2,0.06,0.65,8.66,61.88,0.72,0.14,44.1458,115.07470000000001,870.1405,13.6353,6.6486,4.6088,1770.956,1141.5722,1415.0286,954.9273,0.0106,0.0176,0.0106,0.0106,2.7387,0.007,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,42.7687,59.2136,1.0212,67.5838,1.5368,2.0546,152.4,27.8374,0.0292,0.1498,13.3993,1.4099,8.8143,2.5443,1.2773,1.742,0.1917,0.0712,60.7953,2.8291938030166035
nwis_03353200,2016,"EAGLE CREEK AT ZIONSVILLE, IN",USGS (Powell Center),39.94642897,-86.2602702,"NAD83",813.85,NGVD29,ST,18476775,05,315,1,365.4101058240349,-416.0412391310143,11.838729449988,7.7256981528250614,13.47,0.35,-0.05,-0.03,1.36,205.32035153494252,0.847,3.96,0.57,0.51,0.31,0.32,99.5012169803409,0.429,32.35,0.27,0.05,0,1.21,180.50006140505974,0.252,1.02,0.37,0.15,-0.09,1.38,193.43218382622513,0.831,0.402947944206011,212.85950767284453,18,19.5072,606.424705882353,0.471441442941552,15.3354549236038,0.158558557058449,0.161828270160537,0.369999999999999,50,0,0,0.006705336,70570798,110.6751654,3.525,404,3.965,268,252,281,9,3,15,106,104,-38,-17,41,105,164,214,234,221,186,121,55,-10,1018,1015,60,57,85,99,106,97,113,92,75,71,85,77,96,96,16,0,0,30,12,29,58,460.239,95.404,3362,1267,921,59,11,22.48266521,13,urban,Indiana,IN,0.09743199999999996,4,430023597,0,05120201000176,10.7694,284.1741,3.95,0.00161518,3.95,0,25110,24472,1.04928,274.45398,0.965795193861791,281.7712,1059.814584013118,-8.011390441950118,16.526978965170272,11.03907538554522,374.5995,4.17,4.55,4.86,3.24,5.09,6.07,5.53,3.41,0.38,0,8.15,5.67,2.98,0.68,0.01,8.63,0.08,0.18,0.06,0.58,8.92,62.82,0.71,0.14,0.37,0,8.14,6,3.6,0.85,0.01,8.64,0.09,0.2,0.06,0.65,8.66,61.88,0.72,0.14,44.1458,115.07470000000001,870.1405,13.6353,6.6486,4.6088,1770.956,1141.5722,1415.0286,954.9273,0.0106,0.0176,0.0106,0.0106,2.7387,0.007,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,42.7687,59.2136,1.0212,67.5838,1.5368,2.0546,152.4,27.8374,0.0292,0.1498,13.3993,1.4099,8.8143,2.5443,1.2773,1.742,0.1917,0.0712,60.7953,2.8291938030166035
nwis_03353420,2016,"SCHOOL BRANCH AT CR750N AT BROWNSBURG, IN",USGS (Powell Center),39.8725833,-86.3615278,"NAD83",884.09,"NAVD88",ST,18476787,05,268,1,181.54493180669422,-261.8177728044366,11.8516600370952,11.156608799048206,12.86,0.32,-0.03,-0.02,1.37,212.61553389579902,0.82,0.16,0.58,0.56,0.4,0.18,115.12846031304748,0.577,32.38,0.27,0.05,0,1.21,180.6017379692975,0.252,0.94,0.48,0.46,0.12,1.14,208.67001260777914,0.865,0.474749842,143.9605675977933,0.5,4.4958,576.0999999999999,0.461989657,6.372871211,0.178010343,0.33052173908637,0.36,95,95,95,0.001730478,70573364,102.0119785,0.364,406,4.199,271,242,283,2,2,37,107,107,-36,-15,42,106,165,214,234,222,186,121,55,-9,1028,1028,61,59,87,100,107,99,114,92,76,71,86,77,96,96,16,0,0,47,47,39,39,318.553,318.653,3639,3639,921,30,30,11.08700319,12,agricultural,Indiana,IN,0.438531,1,430082261,0,05120201000317,9.4347,21.1194,7.09,0.00443018,7.09,0,27254,24113,4.13741,15.82211,0.7491742189645539,274.1368,1050.6909960410808,-8.014553118213586,16.466245832267965,11.133494197178898,375,3.93,4.86,5.45,2.6,6.3,7.05,6.56,2.98,0.66,0,7.45,5.62,3.98,0.67,0.01,5.77,0,0.06,0.03,0.33,9.49,65.47,0.09,0.36,0.62,0,7.42,6.23,5.16,0.81,0.05,5.89,0,0.06,0.13,0.35,9.18,63.64,0.09,0.36,91.1474,261.0296,875.6274,13.675,6.6666,4.6203,0,0,0,0,0,0,0,0,3.0361,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,34.1258,62.3064,0.1266,66.9612,1.5493,2.0251,152.4,24.5194,0.0292,0.1498,13.3993,1.4099,8.8143,2.5443,1.2773,1.742,0.1917,0.0712,60.7953,2.8018426561095486
nwis_03374100,2012,"WHITE RIVER AT HAZLETON, IN",USGS (Powell Center),38.4897695,-87.55002269,"NAD83",382.77,"NAVD88",ST,18471310,05,249,1,646.571872949361,-589.8059340858165,12.802816558224,12.071815174023106,17.49,0.3,0,-0.02,1.37,196.01808999222692,0.881,258.09,0.53,0.42,0.17,1.01,49.92261037216584,0.951,34.98,0.27,0.01,-0.02,1.27,177.9744170185307,0.198,0.79,0.33,-0.03,-0.15,1.38,183.77208105620278,0.834,0.150977829557166,243.73407694602065,20,133.9596,544.075,0.539513365253975,133.756187471072,0.0504866347460253,0.0495191225879211,0.41,0,0,0,1.56813e-4,70607539,20.66352497,0.324,395,2.496,144,125,175,14,14,25,127,127,-13,12,66,129,182,232,251,240,202,138,72,12,1121,1121,71,71,112,107,125,101,105,89,76,74,100,90,98,98,16,24,24,25,25,52,52,12.396,12.394,431,430,921,0,0,49.11044406,12,agricultural,Indiana,IN,0.01312899999999994,7,430003177,0,05120202000441,75.3273,29069.028,28.684,1e-5,28.684,0,11566,11555,0.98897,28994.68967,0.9974426963983798,227.8578,1124.5449867435586,-6.805063172383232,17.257448744573527,11.61118364803968,398.8382,3.58,3.69,3.79,3.31,3.87,4.15,3.99,3.4,1.2,0,5.87,3.98,2.18,0.8,0.17,27.73,0.16,1.85,0.09,0.8,8.17,45.8,1.03,0.16,1.21,0,5.79,4.02,2.38,0.87,0.17,27.77,0.16,1.87,0.12,0.77,7.93,45.76,1.03,0.17,38.7674,89.3797,891.4008,13.9394,6.6738,4.5517,61382.3425,22464.6835,58620.2648,20780.7382,0.0181,0.0049,0.0022,0.0248,2.3881,0.0065,0,0,0,0,0,21.08,1.64,56.53,0,2.41,6.03,0,0.98,0.03,0,11.02,0,0.29,26.3717,41.4129,3.2947,106.2525,0.9504,3.4703,142.7145,27.5426,4.9878,0.1104,7.1888,16.4425,4.0175,1.4942,3.0509,0.7126,0.1444,0.2133,42.2514,2.8195518552223904
nwis_03374100,2013,"WHITE RIVER AT HAZLETON, IN",USGS (Powell Center),38.4897695,-87.55002269,"NAD83",382.77,"NAVD88",ST,18471310,05,235,1,459.9818200550832,-638.179058256778,11.9380306036824,11.277231103263341,15.23,0.34,-0,-0.07,1.37,208.04609918582878,0.865,439.04,0.5,0.36,0.2,0.79,75.68483170433043,0.942,32.71,0.27,0.03,-0,1.17,184.31761563675266,0.231,0.78,0.4,0.14,-0.07,1.35,198.77449463913416,0.829,0.150977829557166,243.73407694602065,20,133.9596,544.075,0.539513365253975,133.756187471072,0.0504866347460253,0.0495191225879211,0.41,0,0,0,1.56813e-4,70607539,20.66352497,0.324,395,2.496,144,125,175,14,14,25,127,127,-13,12,66,129,182,232,251,240,202,138,72,12,1121,1121,71,71,112,107,125,101,105,89,76,74,100,90,98,98,16,24,24,25,25,52,52,12.396,12.394,431,430,921,0,0,49.11044406,12,agricultural,Indiana,IN,0.01312899999999994,7,430003177,0,05120202000441,75.3273,29069.028,28.684,1e-5,28.684,0,11566,11555,0.98897,28994.68967,0.9974426963983798,227.8578,1124.5449867435586,-6.805063172383232,17.257448744573527,11.61118364803968,398.8382,3.58,3.69,3.79,3.31,3.87,4.15,3.99,3.4,1.2,0,5.87,3.98,2.18,0.8,0.17,27.73,0.16,1.85,0.09,0.8,8.17,45.8,1.03,0.16,1.21,0,5.79,4.02,2.38,0.87,0.17,27.77,0.16,1.87,0.12,0.77,7.93,45.76,1.03,0.17,38.7674,89.3797,891.4008,13.9394,6.6738,4.5517,61382.3425,22464.6835,58620.2648,20780.7382,0.0181,0.0049,0.0022,0.0248,2.3881,0.0065,0,0,0,0,0,21.08,1.64,56.53,0,2.41,6.03,0,0.98,0.03,0,11.02,0,0.29,26.3717,41.4129,3.2947,106.2525,0.9504,3.4703,142.7145,27.5426,4.9878,0.1104,7.1888,16.4425,4.0175,1.4942,3.0509,0.7126,0.1444,0.2133,42.2514,2.8195518552223904
nwis_03374100,2014,"WHITE RIVER AT HAZLETON, IN",USGS (Powell Center),38.4897695,-87.55002269,"NAD83",382.77,"NAVD88",ST,18471310,05,241,1,506.13196345104905,-631.5733209005517,12.349162661421598,11.701993169302318,14.95,0.37,-0.03,-0.06,1.39,205.38685516589786,0.856,424.56,0.45,0.36,0.18,0.76,81.935412130779,0.923,33.83,0.27,0.01,0.02,1.19,180.21009234752918,0.128,0.71,0.43,0.19,-0.03,1.33,207.47472158754152,0.834,0.150977829557166,243.73407694602065,20,133.9596,544.075,0.539513365253975,133.756187471072,0.0504866347460253,0.0495191225879211,0.41,0,0,0,1.56813e-4,70607539,20.66352497,0.324,395,2.496,144,125,175,14,14,25,127,127,-13,12,66,129,182,232,251,240,202,138,72,12,1121,1121,71,71,112,107,125,101,105,89,76,74,100,90,98,98,16,24,24,25,25,52,52,12.396,12.394,431,430,921,0,0,49.11044406,12,agricultural,Indiana,IN,0.01312899999999994,7,430003177,0,05120202000441,75.3273,29069.028,28.684,1e-5,28.684,0,11566,11555,0.98897,28994.68967,0.9974426963983798,227.8578,1124.5449867435586,-6.805063172383232,17.257448744573527,11.61118364803968,398.8382,3.58,3.69,3.79,3.31,3.87,4.15,3.99,3.4,1.2,0,5.87,3.98,2.18,0.8,0.17,27.73,0.16,1.85,0.09,0.8,8.17,45.8,1.03,0.16,1.21,0,5.79,4.02,2.38,0.87,0.17,27.77,0.16,1.87,0.12,0.77,7.93,45.76,1.03,0.17,38.7674,89.3797,891.4008,13.9394,6.6738,4.5517,61382.3425,22464.6835,58620.2648,20780.7382,0.0181,0.0049,0.0022,0.0248,2.3881,0.0065,0,0,0,0,0,21.08,1.64,56.53,0,2.41,6.03,0,0.98,0.03,0,11.02,0,0.29,26.3717,41.4129,3.2947,106.2525,0.9504,3.4703,142.7145,27.5426,4.9878,0.1104,7.1888,16.4425,4.0175,1.4942,3.0509,0.7126,0.1444,0.2133,42.2514,2.8195518552223904
